orig_string	country	city	city_wd	parent_institution_normalized	parent_type	parent_wd	parent_wikidata_uri	parent_reconci	parent_factgrid	parent_ROR	parent_ROR_link	parent_url	institutional_subunit_normalized	subunit_wd	subunit_wikidata_uri	subunit_reconci	subunit_factgrid	subunit_ROR	subunit_ROR_link	subunit_url
ACDH-OEAW Austrian Centre for Digital Humanities, Österreichische Akademie der Wissenschaften, Österreich	Österreich	Wien	Q1741	Österreichische Akademie der Wissenschaften	Akademie	Q299015	http://www.wikidata.org/entity/Q299015	Österreichische Akademie der Wissenschaften	Q399974	03anc3s24	https://ror.org/03anc3s24		Austrian Centre for Digital Humanities and Cultural Heritage	Q30268470	http://www.wikidata.org/entity/Q30268470	Austrian Centre for Digital Humanities and Cultural Heritage		028bsh698	https://ror.org/028bsh698	
Akademie der Wissenschaften und der Literatur, Deutschland	Deutschland			Akademie der Wissenschaften und der Literatur Mainz	Universität	Q414163	http://www.wikidata.org/entity/Q414163	Akademie der Wissenschaften und der Literatur Mainz	Q230422	01kdxra28	https://ror.org/01kdxra28									
Akademie der Wissenschaften und Literatur Mainz, Deutschland	Deutschland	Mainz	Q1720	Akademie der Wissenschaften und der Literatur Mainz	Akademie	Q414163	http://www.wikidata.org/entity/Q414163	Akademie der Wissenschaften und der Literatur Mainz	Q230422	01kdxra28	https://ror.org/01kdxra28									
Albertina, Wien	Österreich	Wien	Q1741	Albertina	Museum	Q371908	http://www.wikidata.org/entity/Q371908	Albertina		005p6bw54	https://ror.org/005p6bw54									
Altorientalische Philologie, Institut für Altertumswissenschaften, Johannes Gutenberg-Universität Mainz	Deutschland	Mainz	Q1720	Johannes Gutenberg-Universität Mainz	Universität	Q161982	http://www.wikidata.org/entity/Q161982	Johannes Gutenberg-Universität Mainz	Q80405	023b0x485	https://ror.org/023b0x485									
Archiv des Bistums Passau	Deutschland	Passau	Q4190	Archiv des Bistums Passau	Archiv	Q81164730	http://www.wikidata.org/entity/Q81164730	Archiv des Bistums Passau												
KU Leuven, Belgien	Belgien	Leuven	Q118958	Katholieke Universiteit Leuven	Universität	Q833670	http://www.wikidata.org/entity/Q833670	Katholieke Universiteit Leuven		05f950310	https://ror.org/05f950310									
Brandenburgische Technische Universität Cottbus-Senftenberg, Deutschland	Deutschland	Cottbus	Q3214	Brandenburgische Technische Universität Cottbus-Senftenberg	Universität	Q149433	http://www.wikidata.org/entity/Q149433	Brandenburgische Technische Universität		02wxx3e24	https://ror.org/02wxx3e24									
Centre Marc Bloch, Deutschland	Deutschland			Centre Marc Bloch		Q18816785	http://www.wikidata.org/entity/Q18816785	Centre Marc Bloch		043bqfp86	https://ror.org/043bqfp86									
Cologne Center for eHumanities, Universität zu Köln, Deutschland	Deutschland	Köln	Q365	Universität zu Köln	Universität	Q54096	http://www.wikidata.org/entity/Q54096	Universität zu Köln	Q222741	00rcxh774	https://ror.org/00rcxh774		Cologne Center for eHumanities							
creative commons Austria	Österreich			creative commons Austria																
Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg, Deutschland	Deutschland	Marburg	Q3869	Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg	Bibliothek	Q28734805	http://www.wikidata.org/entity/Q28734805	Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg												
Deutsches Museum, München	Deutschland	München	Q1726	Deutsches Museum München	Museum	Q131617	http://www.wikidata.org/entity/Q131617	Deutsches Museum		00a7n7g54	https://ror.org/00a7n7g54									
Digital Humanities Instituts (DHI) der École polytechnique fédérale de Lausanne, Schweiz	Schweiz	Lausanne	Q807	École polytechnique fédérale de Lausanne	Universität	Q262760	http://www.wikidata.org/entity/Q262760	École polytechnique fédérale de Lausanne		02s376052	https://ror.org/02s376052		Digital Humanities Instituts (DHI)							
e-Infrastructures Austria	Österreich			e-Infrastructures Austria																
Fachbereich Architektur, Digitales Gestalten / TU Darmstadt, Deutschland	Deutschland	Darmstadt	Q2973	Technische Universität Darmstadt	Universität	Q310695	http://www.wikidata.org/entity/Q310695	Technische Universität Darmstadt	Q248210	05n911h24	https://ror.org/05n911h24		Fachbereich Architektur, Digitales Gestalten							
FIZ Karlsruhe - Leibniz-Institut für Informationsinfrastruktur, Deutschland	Deutschland	Karlsruhe	Q1040	FIZ Karlsruhe - Leibniz-Institut für Informationsinfrastruktur		Q1388737	http://www.wikidata.org/entity/Q1388737	FIZ Karlsruhe – Leibniz-Institut für Informationsinfrastruktur		0387prb75	https://ror.org/0387prb75									
Forschungsverbund Weimar Marbach Wolfenbüttel	Deutschland			Forschungsverbund Marbach Weimar Wolfenbüttel	Forschungsverbund	Q52660923	http://www.wikidata.org/entity/Q52660923	Forschungsverbund Marbach Weimar Wolfenbüttel												
Freier Historiker				Freier Historiker																
für MUSICES				für MUSICES																
Gesellschaft für wissenschaftliche Datenverarbeitung mbH, Göttingen	Deutschland	Göttingen	Q3033	Gesellschaft für wissenschaftliche Datenverarbeitung mbH, Göttingen		Q1490164	http://www.wikidata.org/entity/Q1490164	Gesellschaft für wissenschaftliche Datenverarbeitung mbH Göttingen		00cd95c65	https://ror.org/00cd95c65									
Goettingen Center for Digital Humanities	Deutschland	Göttingen	Q3033	Georg-August Universität Göttingen	Universität	Q152838	http://www.wikidata.org/entity/Q152838	Georg-August-Universität Göttingen	Q21872	01y9bpm73	https://ror.org/01y9bpm73		Göttingen Centre for Digital Humanities							
Herder Institut Marburg, Deutschland	Deutschland	Marburg	Q3869	Herder-Institut für historische Ostmitteleuropaforschung		Q870192	http://www.wikidata.org/entity/Q870192	Herder-Institut	Q23633	00sngv739	https://ror.org/00sngv739									
Herder-Institut für historische Ostmitteleuropaforschung – Institut der Leibniz-Gemeinschaft, Deutschland	Deutschland			Herder-Institut für historische Ostmitteleuropaforschung		Q870192	http://www.wikidata.org/entity/Q870192	Herder-Institut	Q23633	00sngv739	https://ror.org/00sngv739									
Hochschule für Technik, Wirtschaft und Kultur (HTWK) Leipzig, Deutschland	Deutschland	Leipzig	Q2079	Hochschule für Technik, Wirtschaft und Kultur Leipzig	Fachhochschule	Q1622216	http://www.wikidata.org/entity/Q1622216	Hochschule für Technik, Wirtschaft und Kultur Leipzig		03xgcq477	https://ror.org/03xgcq477									
IDS Mannheim, Deutschland	Deutschland	Mannheim	Q2119	Institut für Deutsche Sprache Mannheim		Q1664834	http://www.wikidata.org/entity/Q1664834	Leibniz-Institut für Deutsche Sprache		00hvwkt50	https://ror.org/00hvwkt50									
infoclio.ch, Schweiz	Schweiz			infoclio.ch		Q15114090	http://www.wikidata.org/entity/Q15114090	Infoclio.ch												
Inria Paris	Frankreich	Paris	Q90	Inria Paris		Q51783615	http://www.wikidata.org/entity/Q51783615	Inria Paris Research Center												
Institut für Architektur von Anwendungssystemen, Universität Stuttgart, Deutschland	Deutschland	Stuttgart	Q1022	Universität Stuttgart	Universität	Q122453	http://www.wikidata.org/entity/Q122453	Universität Stuttgart	Q160232	04vnq7t77	https://ror.org/04vnq7t77		Institut für Architektur von Anwendungssystemen							
Jena University Language & Information Engineering (JULIE) Lab, Friedrich-Schiller-Universität Jena, Jena, Deutschland	Deutschland	Jena	Q3150	Friedrich-Schiller-Universität Jena	Universität	Q154561	http://www.wikidata.org/entity/Q154561	Friedrich-Schiller-Universität Jena	Q21880	05qpz1x62	https://ror.org/05qpz1x62		Language & Information Engineering Lab							
Julius-Maximilians Universität Würzburg, Deutschland	Deutschland	Würzburg	Q2999	Julius-Maximilians-Universität Würzburg	Universität	Q161976	http://www.wikidata.org/entity/Q161976	Julius-Maximilians-Universität Würzburg	Q34721	00fbnyb24	https://ror.org/00fbnyb24									
Justus-Liebig-Universität Gießen, Deutschland	Deutschland	Gießen	Q3874	Justus-Liebig Universität Gießen	Universität	Q317053	http://www.wikidata.org/entity/Q317053	Justus-Liebig-Universität Gießen	Q22592	033eqas34	https://ror.org/033eqas34									
Karl-Franzens-Universität Graz, Österreich	Österreich	Graz	Q13298	Karl-Franzens-Universität Graz	Universität	Q622683	http://www.wikidata.org/entity/Q622683	Universität Graz	Q175366	01faaaf77	https://ror.org/01faaaf77									
Karlsruhe Institute of Technology, Deutschland	Deutschland	Karlsruhe	Q1040	Karlsruher Institut für Technologie	Universität	Q309988	http://www.wikidata.org/entity/Q309988	Karlsruher Institut für Technologie		04t3en479	https://ror.org/04t3en479									
Katholische Universität Eichstätt-Ingolstadt, Deutschland	Deutschland	Eichstätt-Ingolstadt		Katholische Universität Eichstätt-Ingolstadt	Universität	Q315161	http://www.wikidata.org/entity/Q315161	Katholische Universität Eichstätt-Ingolstadt		00mx91s63	https://ror.org/00mx91s63									
Katholische Universität Eichstätt-Ingolstadt	Deutschland	Eichstätt-Ingolstadt		Katholische Universität Eichstätt-Ingolstadt	Universität	Q315161	http://www.wikidata.org/entity/Q315161	Katholische Universität Eichstätt-Ingolstadt		00mx91s63	https://ror.org/00mx91s63									
Klassik Stiftung Weimar	Deutschland	Weimar	Q3955	Klassik Stiftung Weimar		Q315452	http://www.wikidata.org/entity/Q315452	Klassik Stiftung Weimar	Q196200	02ad32n85	https://ror.org/02ad32n85									
Laboratoire de recherche historique Rhône-Alpes (LARHRA), Frankreich	Frankreich			Laboratoire de recherche historique Rhône-Alpes (LARHRA)		Q16652999	http://www.wikidata.org/entity/Q16652999	Laboratoire de recherche historique Rhône-Alpes		04qz4qy85	https://ror.org/04qz4qy85									
Leibniz-Institut für Europäische Geschichte (IEG)	Deutschland			Leibniz-Institut für Europäische Geschichte		Q327772	http://www.wikidata.org/entity/Q327772	Leibniz-Institut für Europäische Geschichte		059dyrr28	https://ror.org/059dyrr28									
Leibniz-Institut für europäische Geschichte Mainz	Deutschland	Mainz	Q1720	Leibniz-Institut für Europäische Geschichte		Q327772	http://www.wikidata.org/entity/Q327772	Leibniz-Institut für Europäische Geschichte		059dyrr28	https://ror.org/059dyrr28									
Ludwig Maximilians Universität München, Deutschland	Deutschland	München	Q1726	Ludwig-Maximilians Universität München	Universität	Q55044	http://www.wikidata.org/entity/Q55044	Ludwig-Maximilians-Universität München	Q21887	05591te55	https://ror.org/05591te55									
Mainzer Zentrum für Digitalität in den Geistes- und Kulturwissenschaften (mainzed), Deutschland	Deutschland	Mainz	Q1720	Mainzer Zentrum für Digitalität in den Geistes- und Kulturwissenschaften	Forschungsverbund	Q47213994	http://www.wikidata.org/entity/Q47213994	mainzed		02fm9ey65	https://ror.org/02fm9ey65									
Max Planck-Institut für empirische Ästhetik, Deutschland	Deutschland			Max Planck-Institut für empirische Ästhetik		Q15834499	http://www.wikidata.org/entity/Q15834499	Max-Planck-Institut für empirische Ästhetik		000rdbk18	https://ror.org/000rdbk18									
Max-Planck-Institut für Informatik, Saarbrücken	Deutschland	Saarbrücken	Q1724	Max-Planck-Institut für Informatik Saarbrücken		Q565400	http://www.wikidata.org/entity/Q565400	Max-Planck-Institut für Informatik		01w19ak89	https://ror.org/01w19ak89									
Max-Planck-Institut für Wissenschaftsgeschichte, Berlin	Deutschland	Berlin	Q64	Max-Planck-Institut für Wissenschaftsgeschichte		Q318118	http://www.wikidata.org/entity/Q318118	Max-Planck-Institut für Wissenschaftsgeschichte		0492sjc74	https://ror.org/0492sjc74									
Max-Planck-Institut für Wissenschaftsgeschichte, Deutschland	Deutschland			Max-Planck-Institut für Wissenschaftsgeschichte		Q318118	http://www.wikidata.org/entity/Q318118	Max-Planck-Institut für Wissenschaftsgeschichte		0492sjc74	https://ror.org/0492sjc74									
Medienzentrum / TU Dresden, Deutschland	Deutschland	Dresden	Q1731	Technische Universität Dresden	Universität	Q158158	http://www.wikidata.org/entity/Q158158	Technische Universität Dresden	Q271297	042aqky30	https://ror.org/042aqky30									
Museum für Kunst und Gewerbe, Hamburg	Deutschland	Hamburg	Q1055	Museum für Kunst und Gewerbe Hamburg	Museum	Q896052	http://www.wikidata.org/entity/Q896052	Museum für Kunst und Gewerbe Hamburg		057341e57	https://ror.org/057341e57									
Niedersächsische Staat- und Universitätsbibliothek Göttingen, Deutschland	Deutschland	Göttingen	Q3033	Niedersächsische Staats- und Universitätsbibliothek Göttingen	Bibliothek	Q564783	http://www.wikidata.org/entity/Q564783	Niedersächsische Staats- und Universitätsbibliothek Göttingen	Q21881											
Niersächsische Staats- und Universitätsbibliothek Göttingen	Deutschland	Göttingen	Q3033	Niedersächsische Staats- und Universitätsbibliothek Göttingen	Bibliothek	Q564783	http://www.wikidata.org/entity/Q564783	Niedersächsische Staats- und Universitätsbibliothek Göttingen	Q21881											
NRW Akademie der Wissenschaften und der Künste	Deutschland			NRW Akademie der Wissenschaften und der Künste	Akademie	Q320642	http://www.wikidata.org/entity/Q320642	Nordrhein-Westfälische Akademie der Wissenschaften und der Künste	Q230423											
Österreichische Akademie der Wissenschaften – Austrian Centre for Digital Humanities, Wien, Österreich	Österreich	Wien	Q1741	Österreichische Akademie der Wissenschaften	Akademie	Q299015	http://www.wikidata.org/entity/Q299015	Österreichische Akademie der Wissenschaften	Q399974	03anc3s24	https://ror.org/03anc3s24		Austrian Centre for Digital Humanities and Cultural Heritage	Q30268470	http://www.wikidata.org/entity/Q30268470	Austrian Centre for Digital Humanities and Cultural Heritage		028bsh698	https://ror.org/028bsh698	
Österreichische Akademie der Wissenschaften, Wien	Österreich	Wien	Q1741	Österreichische Akademie der Wissenschaften	Akademie	Q299015	http://www.wikidata.org/entity/Q299015	Österreichische Akademie der Wissenschaften	Q399974	03anc3s24	https://ror.org/03anc3s24									
Regesta Imperii, Universität Gießen	Deutschland	Gießen	Q3874	Justus-Liebig Universität Gießen	Universität	Q317053	http://www.wikidata.org/entity/Q317053	Justus-Liebig-Universität Gießen	Q22592	033eqas34	https://ror.org/033eqas34		Regesta Imperii							
Akademie der Wissenschaften Mainz, Deutschland	Deutschland	Mainz	Q1720	Akademie der Wissenschaften und der Literatur Mainz	Akademie	Q414163	http://www.wikidata.org/entity/Q414163	Akademie der Wissenschaften und der Literatur Mainz	Q230422	01kdxra28	https://ror.org/01kdxra28									
Schweizerische Nationalbibliothek, Schweiz	Schweiz			Schweizerische Nationalbibliothek	Bibliothek	Q201787	http://www.wikidata.org/entity/Q201787	Schweizerische Nationalbibliothek		0038t2c13	https://ror.org/0038t2c13									
Staats- und Universitätsbibliothek Göttingen, Deutschland	Deutschland	Göttingen	Q3033	Niedersächsische Staats- und Universitätsbibliothek Göttingen	Bibliothek	Q564783	http://www.wikidata.org/entity/Q564783	Niedersächsische Staats- und Universitätsbibliothek Göttingen	Q21881											
Staatsarchiv des Kantons Zürich	Schweiz	Zürich	Q72	Staatsarchiv des Kantons Zürich	Archiv	Q2324789	http://www.wikidata.org/entity/Q2324789	Staatsarchiv des Kantons Zürich		019hb2q78	https://ror.org/019hb2q78									
Steinheim-Institut für deutsch-jüdische Geschichte Essen, Deutschland	Deutschland	Essen	Q2066	Salomon Ludwig Steinheim-Institut für deutsch-jüdische Geschichte		Q974628	http://www.wikidata.org/entity/Q974628	Salomon Ludwig Steinheim-Institut		01btqj997	https://ror.org/01btqj997									
Technische Universität Dresden	Deutschland	Dresden	Q1731	Technische Universität Dresden	Universität	Q158158	http://www.wikidata.org/entity/Q158158	Technische Universität Dresden	Q271297	042aqky30	https://ror.org/042aqky30									
Technische Universität Wien, Faculty of Informatics, Institute of Computer Aided Automation, Computer Vision Lab	Österreich	Wien	Q1741	Technische Universität Wien	Universität	Q689400	http://www.wikidata.org/entity/Q689400	Technische Universität Wien		04d836q62	https://ror.org/04d836q62									
Ubiquitous Knowledge Processing Lab, Department of Computer Science, Technische Universität Darmstadt	Deutschland	Darmstadt	Q2973	Technische Universität Darmstadt	Universität	Q310695	http://www.wikidata.org/entity/Q310695	Technische Universität Darmstadt	Q248210	05n911h24	https://ror.org/05n911h24		Ubiquitous Knowledge Processing Lab	Q7876547	http://www.wikidata.org/entity/Q7876547	Ubiquitous Knowledge Processing Lab				
Umea university, Schweden	Schweden	Umea	Q25579	Umea University	Universität	Q1144565	http://www.wikidata.org/entity/Q1144565	Universität Umeå		05kb8h459	https://ror.org/05kb8h459									
Union der deutschen Akademien der Wissenschaften, Deutschland	Deutschland			Union der deutschen Akademien der Wissenschaften	Akademie	Q1662834	http://www.wikidata.org/entity/Q1662834	Union der deutschen Akademien der Wissenschaften	Q230419	04bvdz568	https://ror.org/04bvdz568									
Universidad de Salamanca, Spanien	Spanien	Salamanca		Universidad de Salamanca	Universität															
Università della Svizzera italiana, Schweiz	Schweiz			Università della Svizzera italiana	Universität	Q689617	http://www.wikidata.org/entity/Q689617	Università della Svizzera italiana		03c4atk17	https://ror.org/03c4atk17									
Universität Bern, Forschungsstelle Jeremias Gotthelf, Schweiz	Schweiz	Bern	Q70	Universität Bern	Universität	Q659080	http://www.wikidata.org/entity/Q659080	Universität Bern	Q99634	02k7v4d05	https://ror.org/02k7v4d05		Forschungsstelle Jeremias Gotthelf							
Universität Jena, Deutschland	Deutschland	Jena	Q3150	Friedrich-Schiller-Universität Jena	Universität	Q154561	http://www.wikidata.org/entity/Q154561	Friedrich-Schiller-Universität Jena	Q21880	05qpz1x62	https://ror.org/05qpz1x62									
Universität Mannheim, Deutschland	Deutschland	Mannheim	Q2119	Universität Mannheim	Universität	Q317070	http://www.wikidata.org/entity/Q317070	Universität Mannheim		031bsb921	https://ror.org/031bsb921									
Reichsuniversität Groningen, Niederlande	Niederlande	Groningen	Q749	Reichsuniversität Groningen	Universität	Q850730	http://www.wikidata.org/entity/Q850730	Reichsuniversität Groningen	Q146420	012p63287	https://ror.org/012p63287									
Universität Passau	Deutschland	Passau	Q4190	Universität Passau	Universität	Q704468	http://www.wikidata.org/entity/Q704468	Universität Passau		05ydjnb78	https://ror.org/05ydjnb78									
Universität Salzburg, Österreich	Österreich	Salzburg	Q34713	Universität Salzburg	Universität	Q27265	http://www.wikidata.org/entity/Q27265	Universität Salzburg	Q99334	05gs8cd61	https://ror.org/05gs8cd61									
Université de Lausanne	Schweiz	Lausanne	Q807	Université de Lausanne	Universität	Q658975	http://www.wikidata.org/entity/Q658975	Universität Lausanne	Q144918	019whta54	https://ror.org/019whta54									
University of Sheffield	Vereinigtes Königreich	Sheffield	Q42448	University of Sheffield	Universität	Q823917	http://www.wikidata.org/entity/Q823917	Universität Sheffield		05krs5044	https://ror.org/05krs5044									
Verein Opendata.ch, Schweiz	Schweiz			Verein Opendata.ch		Q108945201	http://www.wikidata.org/entity/Q108945201	Opendata.ch												
ZIM, Universität Graz, Österreich	Österreich	Graz	Q13298	Karl-Franzens-Universität Graz	Universität	Q622683	http://www.wikidata.org/entity/Q622683	Universität Graz	Q175366	01faaaf77	https://ror.org/01faaaf77		Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities							
ZIM-ACDH Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities, Karl-Franzens-Universität Graz, Österreich	Österreich	Graz	Q13298	Karl-Franzens-Universität Graz	Universität	Q622683	http://www.wikidata.org/entity/Q622683	Universität Graz	Q175366	01faaaf77	https://ror.org/01faaaf77		Zentrum für Informationsmodellierung - Austrian Centre for Digital Humanities							
ACDH-OEAW Austrian Center for Digital Humanities, Österreich	Österreich	Wien	Q1741	Österreichische Akademie der Wissenschaften	Akademie	Q299015	http://www.wikidata.org/entity/Q299015	Österreichische Akademie der Wissenschaften	Q399974	03anc3s24	https://ror.org/03anc3s24		Austrian Centre for Digital Humanities and Cultural Heritage	Q30268470	http://www.wikidata.org/entity/Q30268470	Austrian Centre for Digital Humanities and Cultural Heritage		028bsh698	https://ror.org/028bsh698	
Albert-Ludwigs-Universität Freiburg, Deutschland	Deutschland	Freiburg	Q2833	Albert-Ludwigs-Universität Freiburg	Universität	Q153987	http://www.wikidata.org/entity/Q153987	Albert-Ludwigs-Universität Freiburg	Q27901	0245cg223	https://ror.org/0245cg223									
Angewandte Medienwissenschaft (Digitale Medien), Universität Bayreuth	Deutschland	Bayreuth	Q3923	Universität Bayreuth	Universität	Q702482	http://www.wikidata.org/entity/Q702482	Universität Bayreuth	Q405531	0234wmv40	https://ror.org/0234wmv40		Angewandte Medienwissenschaft (Digitale Medien)							
bitGilde IT Solutions UG				bitGilde IT Solutions UG	Unternehmen															
